code,libelle,nb_total_de_sejours_seances,nb_de_sejourshors_ghm_en_j_ou_t_et_seances,dms_en_nuitee_hors_ghm_en_j_ou_tet_seances,nb_de_sejours_ghm_en_j_ou_t_hors_seances,nb_de_nuiteesen_ghm_j_ou_t,nb_de_seances
"",Total,33433,26389,,7044,,0
O410,Oligoamnios,3063,2960,475,103,14,0
O411,Infection du sac amniotique et des membranes,622,598,888,24,14,0
O418,Autres anomalies précisées du liquide amniotique et des membranes,725,699,372,26,,0
O419,"Anomalie du liquide amniotique et des membranes, sans précision",16,14,436,,,0
"",Total,4426,4271,,155,,0
O420,"Rupture prématurée des membranes, avec début du travail dans les 24 heures",16830,16604,431,226,77,0
O421,"Rupture prématurée des membranes, avec début du travail au-delà des 24 heures",16949,16343,565,606,32,0
O422,"Rupture prématurée des membranes, travail retardé par traitement",3856,2919,655,937,,0
O429,"Rupture prématurée des membranes, sans précision",2673,1926,481,747,,0
"",Total,40308,37792,,2516,,0
O430,Syndromes de transfusion placentaire,322,297,395,25,,0
O431,Malformation du placenta,113,107,486,,0,0
O432,Placenta adhérent pathologique,192,142,945,50,0,0
O438,Autres anomalies du placenta,275,249,520,26,,0
"",Total,910,803,,107,,0
O450,Décollement prématuré du placenta avec anomalie de la coagulation,235,228,624,,,0
O458,Autres décollements prématurés du placenta,628,592,631,36,,0
O459,"Décollement prématuré du placenta, sans précision",429,406,540,23,,0
"",Total,1292,1226,,66,,0
O460,Hémorragie précédant l'accouchement avec anomalie de la coagulation,31,27,474,,0,0
O468,Autres hémorragies précédant l'accouchement,2421,2188,362,233,,0
O469,"Hémorragie précédant l'accouchement, sans précision",781,688,323,93,0,0
"",Total,3233,2903,,330,,0
O470,Faux travail avant 37 semaines entières de gestation [Menace d'accouchement prématuré],12264,7495,403,4769,2827,0
O471,Faux travail à ou après la 37ème semaine entière de gestation,4120,412,274,3708,2108,0
O479,"Faux travail, sans précision",155,66,308,89,46,0
"",Total,16539,7973,,8566,,0
O600,Travail prématuré sans accouchement,16529,12486,443,4043,2132,0
O601,Travail prématuré spontané avec accouchement prématuré,7076,6772,743,304,196,0
O602,Travail prématuré spontané avec accouchement à terme,128,124,626,,,0
O603,Accouchement prématuré sans travail spontané,1246,1241,1109,,,0
"",Total,24979,20623,,4356,,0
O610,Échec du déclenchement médical (du travail),4283,4279,685,,0,0
O611,Échec du déclenchement instrumental (du travail),502,502,640,0,0,0
O618,Autres échecs du déclenchement du travail,139,139,675,0,0,0
O619,"Échec du déclenchement du travail, sans précision",144,144,801,0,0,0
"",Total,5068,5064,,,,0
O620,Contractions (utérines) initiales insuffisantes,1323,1285,515,38,,0
O621,Inertie utérine secondaire,3819,3814,568,,,0
O622,Autres formes d'inertie utérine,438,422,482,16,,0
O623,Travail trop rapide,4518,4470,353,48,29,0
O624,"Contractions utérines hypertoniques, non coordonnées et prolongées",1402,1305,394,97,,0
O628,Autres anomalies des forces en jeu au cours du travail,841,835,508,,,0
O629,"Anomalie des forces en jeu au cours du travail, sans précision",306,301,575,,,0
"",Total,12647,12432,,215,,0
O630,Prolongation de la première période [dilatation],8287,8273,586,14,12,0
O631,Prolongation de la deuxième période [expulsion],20637,20540,502,97,84,0
O639,"Travail prolongé, sans précision",241,240,531,,0,0
"",Total,29166,29054,,112,,0
O640,Dystocie due à une rotation incomplète de la tête du foetus,2106,2090,473,16,,0
O641,Dystocie due à une présentation du siège,3290,3274,518,16,14,0
O642,Dystocie due à une présentation de la face,90,90,497,0,0,0
O643,Dystocie due à une présentation du front,237,237,514,0,0,0
O644,Dystocie due à une présentation de l'épaule,508,503,431,,,0
O645,Dystocie due à une présentation complexe,209,209,611,0,0,0
O648,Dystocie due à d'autres positions et présentations anormales,466,466,558,0,0,0
"",Total,6910,6873,,37,,0
O650,Dystocie due à une déformation pelvienne,29,29,531,0,0,0
O651,Dystocie due à un bassin généralement rétréci,231,231,509,0,0,0
O652,Dystocie due à un rétrécissement du détroit supérieur,32,32,644,0,0,0
O653,Dystocie due à un rétrécissement du détroit inférieur et de la cavité moyenne,122,121,492,,0,0
O654,"Dystocie due à une disproportion foeto-pelvienne, sans précision",837,830,548,,,0
O655,Dystocie due à une anomalie des organes pelviens de la mère,1079,1078,511,,0,0
O658,Dystocie due à d'autres anomalies pelviennes de la mère,48,48,594,0,0,0
"",Total,2379,2370,,,,0
O660,Dystocie des épaules,2075,2057,417,18,13,0
O661,Dystocie gémellaire,285,285,682,0,0,0
O662,Dystocie due à un foetus anormalement gros,338,336,509,,,0
O663,Dystocie due à d'autres anomalies foetales,25,25,548,0,0,0
O664,"Échec de l'épreuve de travail, sans précision",306,306,607,0,0,0
O665,"Échec de l'application d'une ventouse et d'un forceps, sans précision",748,748,602,0,0,0
O668,Autres dystocies précisées,1295,1293,560,,,0
O669,"Dystocie, sans précision",19,19,547,0,0,0
"",Total,5091,5069,,22,,0
O670,Hémorragie pendant l'accouchement avec anomalie de la coagulation,19,19,442,0,0,0
O678,Autres hémorragies pendant l'accouchement,112,112,487,0,0,0
O679,"Hémorragie pendant l'accouchement, sans précision",21,21,576,0,0,0
"",Total,152,152,,0,,0
O680,Travail et accouchement compliqués d'une anomalie du rythme cardiaque du foetus,59879,59632,517,247,186,0
O681,Travail et accouchement compliqués de la présence de méconium dans le liquide amniotique,8091,8002,394,89,61,0
O682,Travail et accouchement compliqués d'une anomalie du rythme cardiaque du foetus avec présence de méconium dans le liquide amniotique,13738,13663,484,75,60,0
O683,Travail et accouchement compliqués de signes biochimiques de détresse foetale,695,691,549,,,0
O688,Travail et accouchement compliqués d'autres signes de détresse foetale,170,169,453,,,0
O689,"Travail et accouchement compliqués d'une détresse foetale, sans précision",107,107,380,0,0,0
"",Total,82680,82264,,416,,0
O690,Travail et accouchement compliqués d'un prolapsus du cordon,871,867,616,,,0
O691,"Travail et accouchement compliqués d'une circulaire du cordon, avec compression",4753,4699,392,54,34,0
O692,"Travail et accouchement compliqués d'une autre forme d'enchevêtrement du cordon, avec compression",655,648,406,,,0
O693,Travail et accouchement compliqués d'une brièveté du cordon,478,475,382,,,0
O694,Travail et accouchement compliqués par une insertion vélamenteuse du cordon,159,157,562,,,0
O698,Travail et accouchement compliqués d'autres anomalies du cordon ombilical,3874,3841,386,33,22,0
"",Total,10807,10704,,103,,0
O700,"Déchirure obstétricale du périnée, du premier degré",25127,24959,399,168,127,0
O701,"Déchirure obstétricale du périnée, du deuxième degré",7704,7665,413,39,27,0
O702,"Déchirure obstétricale du périnée, du troisième degré",698,691,446,,,0
O703,"Déchirure obstétricale du périnée, du quatrième degré",78,78,476,0,0,0
"",Total,33615,33401,,214,,0
O710,Rupture de l'utérus avant le début du travail,43,43,633,0,0,0
O711,Rupture de l'utérus pendant le travail,175,175,596,0,0,0
O713,Déchirure obstétricale du col de l'utérus,42,41,459,,0,0
O714,Déchirure obstétricale vaginale haute isolée,423,421,397,,,0
O715,Autres lésions obstétricales des organes pelviens,16,15,467,,,0
O717,Hématome pelvien d'origine osbtétricale,95,75,413,20,,0
O718,Autres traumatismes obstétricaux précisés,29,28,425,,0,0
"",Total,832,806,,26,,0
O720,Hémorragie de la délivrance (troisième période),3774,3696,461,78,60,0
O721,Autres hémorragies immédiates du post-partum,2624,2551,464,73,56,0
O722,"Hémorragie du post-partum, tardive et secondaire",965,465,415,500,274,0
O723,Anomalie de la coagulation au cours du post-partum,17,12,425,,,0
"",Total,7380,6724,,656,,0
O745,Céphalée provoquée par une rachianesthésie et une anesthésie épidurale au cours du travail et de l'accouchement,98,44,470,54,22,0
O746,Autres complications d'une rachianesthésie et d'une anesthésie épidurale au cours du travail et de l'accouchement,29,25,532,,,0
O748,Autres complications de l'anesthésie au cours du travail et de l'accouchement,11,11,455,0,0,0
"",Total,148,90,,58,,0
O750,Épuisement maternel au cours du travail et de l'accouchement,1261,1257,500,,,0
O751,Choc pendant ou après le travail et l'accouchement,14,14,664,0,0,0
O752,"Pyrexie au cours du travail, non classée ailleurs",682,680,481,,,0
O753,Autres infections au cours du travail,12,12,742,0,0,0
O754,Autres complications d'un acte de chirurgie obstétricale et d'un acte à visée diagnostique et thérapeutique,30,15,333,15,,0
O755,Accouchement retardé après rupture artificielle des membranes,88,88,480,0,0,0
O756,Accouchement retardé après rupture spontanée ou non précisée des membranes,4459,4451,487,,,0
O757,Accouchement par voie vaginale après une césarienne,3105,3082,392,23,16,0
O758,Autres complications précisées du travail et de l'accouchement,46,44,477,,,0
"",Total,9698,9644,,54,,0
O800,Accouchement (unique) spontané par présentation du sommet,168112,166487,400,1625,1142,0
O801,Accouchement (unique) spontané par présentation du siège,1130,1098,473,32,27,0
O808,Autres accouchements uniques et spontanés,267,259,379,,,0
"",Total,169512,167847,,1665,,0
O860,Infection d'une plaie d'origine obstétricale chirurgicale,365,275,487,90,66,0
O861,"Autres infections des voies génitales, après accouchement",110,95,408,15,,0
O862,"Infection des voies urinaires, après accouchement",212,183,399,29,21,0
O863,"Autres infections des voies génito-urinaires, après accouchement",43,36,506,,,0
O864,"Hyperthermie (d'origine inconnue), après accouchement",124,105,402,19,14,0
O868,Autres infections puerpérales précisées,15,13,669,,0,0
"",Total,869,707,,162,,0
O870,Thrombophlébite superficielle au cours de la puerpéralité,18,15,453,,,0
O871,Phlébothrombose profonde au cours de la puerpéralité,64,55,471,,,0
O872,Hémorroïdes au cours de la puerpéralité,284,283,396,,0,0
O878,Autres complications veineuses au cours de la puerpéralité,30,24,467,,,0
"",Total,405,385,,20,,0
O900,Rupture d'une suture de césarienne,81,47,713,34,15,0
O901,Rupture d'une suture obstétricale du périnée,74,27,589,47,22,0
O902,Hématome d'une plaie obstétricale,210,153,495,57,25,0
O903,Myocardiopathie au cours de la puerpéralité,20,19,826,,,0
O904,Insuffisance rénale aiguë du post-partum,12,12,708,0,0,0
O908,"Autres complications puerpérales, non classées ailleurs",178,91,387,87,30,0
"",Total,580,350,,230,,0
O921,Crevasses du mamelon associées à l'accouchement,204,203,396,,,0
O922,"Mastopathies associées à l'accouchement, autres et sans précision",46,40,393,,,0
O925,Suppression de la lactation,467,461,376,,,0
"",Total,729,716,,13,,0
O980,"Tuberculose compliquant la grossesse, l'accouchement et la puerpéralité",13,12,692,,0,0
O981,"Syphilis compliquant la grossesse, l'accouchement et la puerpéralité",57,52,481,,0,0
O983,"Autres maladies dont le mode de transmission est essentiellement sexuel, compliquant la grossesse, l'accouchement et la puerpéralité",100,87,467,13,,0
O984,"Hépatite virale compliquant la grossesse, l'accouchement et la puerpéralité",138,134,398,,,0
O985,"Autres maladies virales compliquant la grossesse, l'accouchement et la puerpéralité",538,460,315,78,,0
O986,"Maladies à protozoaires compliquant la grossesse, l'accouchement et la puerpéralité",54,48,473,,0,0
O987,"Maladie due au virus de l'immunodéficience humaine [VIH], compliquant la grossesse, l'accouchement et la puerpéralité",273,127,606,146,,0
O988,"Autres maladies infectieuses et parasitaires de la mère compliquant la grossesse, l'accouchement et la puerpéralité",338,289,324,49,,0
O989,"Maladie infectieuse ou parasitaire de la mère compliquant la grossesse, l'accouchement et la puerpéralité, sans précision",14,14,400,0,0,0
"",Total,1529,1227,,302,,0
O990,"Anémie compliquant la grossesse, l'accouchement et la puerpéralité",4248,2029,370,2219,21,0
O991,"Autres maladies du sang et des organes hématopoïétiques et certaines anomalies du système immunitaire compliquant la grossesse, l'accouchement et la puerpéralité",1160,1002,466,158,,0
O992,"Maladies endocriniennes, nutritionnelles et métaboliques compliquant la grossesse, l'accouchement et la puerpéralité",1659,1075,411,584,,0
O993,"Troubles mentaux et maladies du système nerveux compliquant la grossesse, l'accouchement et la puerpéralité",1783,1479,523,304,30,0
O994,"Maladies de l'appareil circulatoire compliquant la grossesse, l'accouchement et la puerpéralité",748,532,522,216,,0
O995,"Maladies de l'appareil respiratoire compliquant la grossesse, l'accouchement et la puerpéralité",802,720,347,82,0,0
O996,"Maladies de l'appareil digestif compliquant la grossesse, l'accouchement et la puerpéralité",1027,902,400,125,13,0
O997,"Maladies de la peau et du tissu cellulaire sous-cutané compliquant la grossesse, l'accouchement et la puerpéralité",131,95,336,36,,0
O998,"Autres maladies et affections précisées compliquant la grossesse, l'accouchement et la puerpéralité",3761,2964,326,797,63,0
"",Total,15319,10798,,4521,,0
P000,Foetus et nouveau-né affectés par des troubles hypertensifs de la mère,344,344,954,0,0,0
P001,Foetus et nouveau-né affectés par des maladies rénales et des voies urinaires de la mère,14,13,415,,0,0
P002,Foetus et nouveau-né affectés par des maladies infectieuses et parasitaires de la mère,2064,2050,508,14,0,0
P003,Foetus et nouveau-né affectés par d'autres maladies circulatoires et respiratoires de la mère,20,20,610,0,0,0
P007,"Foetus et nouveau-né affectés par d'autres interventions médicales chez la mère, non classées ailleurs",13,13,931,0,0,0
P008,Foetus et nouveau-né affectés par d'autres affections maternelles,1371,1370,499,,0,0
"",Total,3855,3839,,16,,0
P010,Foetus et nouveau-né affectés par la béance du col,30,30,333,0,0,0
P011,Foetus et nouveau-né affectés par la rupture prématurée des membranes,1714,1714,422,0,0,0
P012,Foetus et nouveau-né affectés par un oligoamnios,88,88,398,0,0,0
P013,Foetus et nouveau-né affectés par un hydramnios,38,37,757,,0,0
P015,Foetus et nouveau-né affectés par une grossesse multiple,335,331,941,,0,0
P017,Foetus et nouveau-né affectés par une présentation anormale avant le travail,159,159,455,0,0,0
P018,Foetus et nouveau-né affectés par d'autres complications de la grossesse chez la mère,16,15,733,,0,0
"",Total,2380,2374,,,,0
P020,Foetus et nouveau-né affectés par placenta praevia,37,37,1051,0,0,0
P021,Foetus et nouveau-né affectés par d'autres formes de décollement et d'hémorragie placentaires,32,32,747,0,0,0
P022,"Foetus et nouveau-né affectés par des anomalies morphologiques et fonctionnelles du placenta, autres et sans précision",13,13,346,0,0,0
P023,Foetus et nouveau-né affectés par des syndromes de transfusion placentaire,32,32,1022,0,0,0
P025,Foetus et nouveau-né affectés par d'autres formes de compression du cordon ombilical,365,365,370,0,0,0
P026,"Foetus et nouveau-né affectés par des affections du cordon ombilical, autres et sans précision",119,117,391,,0,0
P027,Foetus et nouveau-né affectés par une chorio-amniotite,96,96,804,0,0,0
"",Total,711,708,,,,0
P030,Foetus et nouveau-né affectés par un accouchement et une extraction par le siège,122,122,582,0,0,0
P031,Foetus et nouveau-né affectés par d'autres présentations et positions vicieuses du foetus et disproportions foeto-pelviennes au cours du travail et de l'accouchement,319,319,430,0,0,0
P032,Foetus et nouveau-né affectés par un accouchement par forceps,238,238,513,0,0,0
P033,Foetus et nouveau-né affectés par un accouchement par extracteur pneumatique [ventouse],541,541,418,0,0,0
P034,Foetus et nouveau-né affectés par un accouchement par césarienne,1953,1953,526,0,0,0
P035,Foetus et nouveau-né affectés par un accouchement précipité,101,101,375,0,0,0
P036,Foetus et nouveau-né affectés par des contractions anormales de l'utérus,68,68,416,0,0,0
P038,Foetus et nouveau-né affectés par d'autres complications précisées du travail et de l'accouchement,1083,1083,419,0,0,0
"",Total,4425,4425,,0,,0
P040,"Foetus et nouveau-né affectés par une anesthésie et par une analgésie de la mère, au cours de la grossesse, du travail et de l'accouchement",38,38,639,0,0,0
P041,Foetus et nouveau-né affectés par d'autres médicaments absorbés par la mère,784,784,572,0,0,0
P042,Foetus et nouveau-né affectés par le tabagisme de la mère,57,57,625,0,0,0
P043,Foetus et nouveau-né affectés par l'alcoolisme de la mère,25,25,944,0,0,0
P044,Foetus et nouveau-né affectés par toxicomanie de la mère,201,200,1045,,0,0
P048,Foetus et nouveau-né affectés par d'autres effets nocifs maternels,40,40,768,0,0,0
"",Total,1147,1146,,,,0
P050,Faible poids pour l'âge gestationnel,6155,6155,810,0,0,0
P051,Petite taille pour l'âge gestationnel,652,652,975,0,0,0
P052,"Malnutrition du foetus, sans mention de léger ou petit pour l'âge gestationnel",21,21,843,0,0,0
P059,"Croissance lente du foetus, sans précision",345,345,870,0,0,0
"",Total,7173,7173,,0,,0
P070,Poids extrêmement faible à la naissance,520,520,4344,0,0,0
P071,Autres poids faibles à la naissance,4042,4042,1564,0,0,0
P072,Immaturité extrême,2303,2303,4548,0,0,0
P073,Autres enfants nés avant terme,20663,20663,1847,0,0,0
"",Total,27528,27528,,0,,0
P080,Enfant exceptionnellement gros,164,164,446,0,0,0
P081,Autres enfants gros pour l'âge gestationnel,741,741,435,0,0,0
P082,"Enfant né après terme, qui n'est pas gros pour l'âge gestationnel",140,140,367,0,0,0
"",Total,1045,1045,,0,,0
P120,Céphalhématome dû à un traumatisme obstétrical,106,89,411,17,0,0
P121,Hématome en chignon dû à un traumatisme obstétrical,52,52,435,0,0,0
P122,Hémorragie épicrânienne sous-aponévrotique due à un traumatisme obstétrical,116,116,488,0,0,0
P128,Autres lésions du cuir chevelu dues à un traumatisme obstétrical,25,24,504,,0,0
"",Total,307,289,,18,,0
P130,Fracture du crâne due à un traumatisme obstétrical,27,27,493,0,0,0
P132,Lésion du fémur due à un traumatisme obstétrical,19,19,489,0,0,0
P133,Lésion d'autres os longs due à un traumatisme obstétrical,25,25,656,0,0,0
P134,Fracture de la clavicule due à un traumatisme obstétrical,44,44,461,0,0,0
"",Total,129,129,,0,,0
P200,Hypoxie intra-utérine constatée pour la première fois avant le début du travail,102,102,978,0,0,0
P201,Hypoxie intra-utérine constatée pour la première fois pendant le travail et l'accouchement,1432,1432,460,0,0,0
P209,"Hypoxie intra-utérine, sans précision",303,303,532,0,0,0
"",Total,1837,1837,,0,,0
P210,Asphyxie obstétricale grave,839,839,635,0,0,0
P211,Asphyxie obstétricale légère ou modérée,865,865,661,0,0,0
P219,"Asphyxie obstétricale, sans précision",114,114,574,0,0,0
"",Total,1818,1818,,0,,0
P220,Syndrome de détresse respiratoire du nouveau-né,6260,6260,2067,0,0,0
P221,Tachypnée transitoire du nouveau-né,3730,3730,841,0,0,0
P228,Autres détresses respiratoires du nouveau-né,7086,7086,1113,0,0,0
P229,"Détresse respiratoire du nouveau-né, sans précision",731,731,840,0,0,0
"",Total,17807,17807,,0,,0
P240,Aspiration néonatale de méconium,308,308,787,0,0,0
P241,Aspiration néonatale de liquide amniotique et de mucus,134,134,675,0,0,0
P249,"Syndrome néonatal d'aspiration, sans précision",11,11,1282,0,0,0
"",Total,472,472,,0,,0
P280,Atélectasie primitive du nouveau-né,24,24,679,0,0,0
P281,"Atélectasies du nouveau-né, autres et sans précision",12,12,633,0,0,0
P282,Crises de cyanose du nouveau-né,633,613,482,20,0,0
P283,Apnée (primitive) du sommeil chez le nouveau-né,85,85,1172,0,0,0
P284,Autres apnées du nouveau-né,369,369,1092,0,0,0
P285,Insuffisance respiratoire du nouveau-né,461,461,963,0,0,0
P288,Autres affections respiratoires précisées chez le nouveau-né,629,629,436,0,0,0
P289,"Affection respiratoire du nouveau-né, sans précision",58,58,348,0,0,0
"",Total,2271,2251,,20,,0
P290,Insuffisance cardiaque néonatale,75,58,1348,17,11,0
P291,Arythmie cardiaque néonatale,447,430,663,17,,0
P292,Hypertension néonatale,16,11,691,,,0
P293,Persistance de la circulation foetale,92,91,1219,,0,0
P298,Autres affections cardio-vasculaires survenant pendant la période périnatale,227,208,589,19,0,0
"",Total,858,799,,59,,0
P351,Infection congénitale à cytomégalovirus,73,71,566,,0,0
P352,Infection virale congénitale herpétique [herpes simplex],90,90,1118,0,0,0
P358,Autres maladies virales congénitales,33,33,606,0,0,0
"",Total,204,201,,,,0
P3600,"Sepsis du nouveau-né à streptocoques, groupe B",50,50,748,0,0,0
P3609,"Infection non précisée du nouveau-né à streptocoques, groupe B",103,103,715,0,0,0
P3610,"Sepsis du nouveau-né à streptocoques, autres et sans précision",23,23,965,0,0,0
P3619,"Infection non précisée du nouveau-né à streptocoques, autres ou sans précision",26,26,758,0,0,0
P3629,Infection non précisée du nouveau-né à staphylocoques dorés,13,13,631,0,0,0
P3630,"Sepsis du nouveau-né à staphylocoques, autres et sans précision",18,18,1583,0,0,0
P3639,"Infection non précisée du nouveau-né à staphylocoques, autres et sans précision",19,19,1247,0,0,0
P3640,Sepsis du nouveau-né à Escherichia coli,51,51,1176,0,0,0
P3649,Infection non précisée du nouveau-né à Escherichia coli,71,71,710,0,0,0
P3680,Sepsis du nouveau-né à autres bactéries,50,50,682,0,0,0
P3689,Infection non précisée du nouveau-né due à d'autres bactéries,151,151,649,0,0,0
P3690,"Sepsis du nouveau-né, bactérie non précisée",131,131,770,0,0,0
P3699,"Infection non précisée du nouveau-né, bactérie non précisée",717,717,631,0,0,0
"",Total,1431,1431,,0,,0
P390,Mastite infectieuse néonatale,42,34,424,,,0
P391,Conjonctivite et dacryocystite néonatales,82,74,520,,0,0
P393,Infection néonatale des voies urinaires,512,512,587,0,0,0
P394,Infection néonatale de la peau,19,17,494,,,0
P398,Autres infections spécifiques précisées de la période périnatale,209,209,453,0,0,0
P399,"Infection spécifique de la période périnatale, sans précision",23,23,548,0,0,0
"",Total,894,876,,18,,0
P520,"Hémorragie intraventriculaire (non traumatique), degré 1, du foetus et du nouveau-né",11,11,818,0,0,0
P521,"Hémorragie intraventriculaire (non traumatique), degré 2, du foetus et du nouveau-né",12,12,1025,0,0,0
P522,"Hémorragie intraventriculaire (non traumatique), du foetus et du nouveau-né, degré 3 et 4",52,52,1765,0,0,0
P523,"Hémorragie intraventriculaire (non traumatique) du foetus et du nouveau-né, sans précision",17,17,1488,0,0,0
P524,Hémorragie intracérébrale (non traumatique) du foetus et du nouveau-né,23,21,1033,,0,0
P528,Autres hémorragies intracrâniennes (non traumatiques) du foetus et du nouveau-né,21,21,790,0,0,0
"",Total,156,154,,,,0
P540,Hématémèse néonatale,48,48,473,0,0,0
P542,Hémorragie rectale néonatale,146,146,597,0,0,0
P543,Autres hémorragies gastro-intestinales néonatales,17,17,512,0,0,0
P545,Hémorragie cutanée néonatale,33,31,326,,0,0
"",Total,272,266,,,,0
P550,Iso-immunisation Rh du foetus et du nouveau-né,322,322,763,0,0,0
P551,Iso-immunisation ABO du foetus et du nouveau-né,1815,1815,591,0,0,0
P558,Autres maladies hémolytiques du foetus et du nouveau-né,81,81,728,0,0,0
P559,"Maladie hémolytique du foetus et du nouveau-né, sans précision",41,41,410,0,0,0
"",Total,2259,2259,,0,,0
P570,Ictère nucléaire dû à une iso-immunisation,92,92,637,0,0,0
P578,Autres formes précisées d'ictère nucléaire,17,17,406,0,0,0
P579,"Ictère nucléaire, sans précision",32,32,603,0,0,0
"",Total,141,141,,0,,0
P580,Ictère néonatal dû à des contusions,279,279,530,0,0,0
P581,Ictère néonatal dû à un saignement,17,17,500,0,0,0
P582,Ictère néonatal dû à une infection,25,25,572,0,0,0
P583,Ictère néonatal dû à une polycythémie,175,175,518,0,0,0
P588,Ictère néonatal dû à d'autres hémolyses excessives précisées,746,746,528,0,0,0
P589,"Ictère néonatal dû à une hémolyse excessive, sans précision",107,107,504,0,0,0
"",Total,1353,1353,,0,,0
P590,Ictère néonatal associé à un accouchement avant terme,889,889,699,0,0,0
P592,"Ictère néonatal dû à des lésions hépatocellulaires, autres et sans précision",25,25,576,0,0,0
P593,Ictère néonatal dû à des inhibiteurs de la lactation,170,170,349,0,0,0
P598,Ictère néonatal dû à d'autres causes précisées,2870,2870,492,0,0,0
P599,"Ictère néonatal, sans précision",5354,5354,462,0,0,0
"",Total,9316,9316,,0,,0
P610,Thrombopénie néonatale transitoire,238,238,769,0,0,0
P611,Polycythémie du nouveau-né,95,95,654,0,0,0
P612,Anémie de la prématurité,139,139,1147,0,0,0
P613,Anémie congénitale par perte de sang foetal,35,35,634,0,0,0
P614,"Autres anémies congénitales, non classées ailleurs",123,123,587,0,0,0
P615,Neutropénie néonatale transitoire,19,19,395,0,0,0
P618,Autres affections hématologiques précisées de la période périnatale,23,23,1017,0,0,0
"",Total,675,675,,0,,0
P700,Syndrome de l'enfant dont la mère a un diabète de la grossesse,2008,2008,433,0,0,0
P701,Syndrome de l'enfant de mère diabétique,503,503,463,0,0,0
P702,Diabète sucré néonatal,15,15,1453,0,0,0
P703,Hypoglycémie néonatale iatrogène,114,114,758,0,0,0
P704,Autres hypoglycémies néonatales,1456,1456,864,0,0,0
P708,Autres anomalies transitoires du métabolisme des glucides chez le foetus et le nouveau-né,13,13,731,0,0,0
"",Total,4110,4110,,0,,0
P740,Acidose métabolique tardive du nouveau-né,96,96,626,0,0,0
P741,Déshydratation du nouveau-né,258,258,614,0,0,0
P742,Anomalies de l'équilibre sodique du nouveau-né,37,37,1116,0,0,0
P743,Anomalies de l'équilibre potassique du nouveau-né,15,15,987,0,0,0
P748,Autres anomalies métaboliques transitoires du nouveau-né,54,54,589,0,0,0
"",Total,462,462,,0,,0
P760,Syndrome du bouchon méconial,36,36,936,0,0,0
P761,Iléus transitoire du nouveau-né,59,59,919,0,0,0
P768,Autres occlusions intestinales précisées du nouveau-né,121,121,1530,0,0,0
P769,"Occlusion intestinale du nouveau-né, sans précision",142,142,1204,0,0,0
"",Total,359,359,,0,,0
P780,Perforation intestinale périnatale,60,60,5443,0,0,0
P782,Hématémèse et mélaena néonatals dus à une déglutition de sang maternel,22,22,268,0,0,0
P783,Diarrhée (non infectieuse) néonatale,236,235,297,,0,0
P788,Autres affections périnatales précisées de l'appareil digestif,604,597,458,,0,0
"",Total,927,919,,,,0
P800,Syndrome hypothermique du nouveau-né,62,61,730,,0,0
P808,Autres formes d'hypothermie du nouveau-né,208,208,519,0,0,0
P809,"Hypothermie du nouveau-né, sans précision",83,83,530,0,0,0
"",Total,353,352,,,,0
P810,Hyperthermie du nouveau-né due à l'environnement,94,59,424,35,26,0
P818,Autres troubles précisés de la régulation thermique du nouveau-né,330,330,292,0,0,0
P819,"Trouble de la régulation thermique du nouveau-né, sans précision",704,704,232,0,0,0
"",Total,1128,1093,,35,,0
P831,Érythème toxique du nouveau-né,45,44,298,,0,0
P832,Anasarque foetoplacentaire (non due à une maladie hémolytique),11,11,2609,0,0,0
P833,"Oedèmes, autres et sans précision, spécifiques du foetus et du nouveau-né",16,14,350,,0,0
P835,Hydrocèle congénitale,255,34,274,221,0,0
P838,Autres affections précisées des téguments spécifiques du foetus et du nouveau-né,37,35,389,,0,0
"",Total,374,141,,233,,0
P910,Ischémie cérébrale néonatale,120,120,822,0,0,0
P912,Leucomalacie cérébrale néonatale,14,12,1117,,0,0
P913,Irritabilité cérébrale du nouveau-né,31,31,477,0,0,0
P915,Coma du nouveau-né,28,28,1604,0,0,0
P916,Encéphalopathie anoxo-ischémique [hypoxique ischémique] du nouveau-né,1130,1128,1152,,0,0
P917,Hydrocéphalie acquise du nouveau-né,44,44,1325,0,0,0
P918,Autres affections cérébrales précisées du nouveau-né,66,64,858,,0,0
"",Total,1450,1444,,,,0
P920,Vomissements du nouveau-né,835,835,294,0,0,0
P921,Régurgitation et mérycisme du nouveau-né,1017,1017,239,0,0,0
P922,Alimentation lente du nouveau-né,1069,1069,757,0,0,0
P923,Sous-alimentation du nouveau-né,1225,1225,400,0,0,0
P924,Suralimentation du nouveau-né,57,57,153,0,0,0
P925,Alimentation au sein difficile chez le nouveau-né,954,954,485,0,0,0
P928,Autres problèmes alimentaires du nouveau-né,1166,1166,413,0,0,0
P929,"Problème alimentaire du nouveau-né, sans précision",184,184,219,0,0,0
"",Total,6507,6507,,0,,0
P940,Myasthénie transitoire néonatale,17,17,518,0,0,0
P941,Hypertonie congénitale,25,25,280,0,0,0
P942,Hypotonie congénitale,464,446,739,18,0,0
P948,Autres anomalies du tonus musculaire du nouveau-né,157,156,565,,0,0
"",Total,673,654,,19,,0
P95+0,Mort foetale in utero ou perpartum suite à une interruption médicale de grossesse,2330,2330,0,0,0,0
P95+1,Mort foetale in utero en dehors d'une interruption médicale de grossesse,3086,3086,0,0,0,0
P95+2,Mort foetale perpartum en dehors d'une interruption médicale de grossesse,247,247,0,0,0,0
